sha	subject	files	status	classification	code_touch	disposition	evidence
d9ba9bf2c43a57b062188a64a1560acb96cad367	experiment: fused block dot 8.1 at 8K — worst result, 64 comparisons kill it	ggml/src/ggml-metal/ggml-metal-device.m	not_patch_equivalent	UNRESOLVED_CODE	1	INTENTIONAL_DROP	ggml/src/ggml-metal/ggml-metal-device.m: exploratory/superseded step intentionally not replayed; current TurboQuant implementation in this file reflects later integrated behavior.
b3cd6a769e6471cfeffa78621f8a9bfc9b86f0eb	experiment: 4-mag helps M5 at 16K (+2.4%) but hurts at 32K (-7.3%)	ggml/src/ggml-metal/ggml-metal-device.m	not_patch_equivalent	UNRESOLVED_CODE	1	INTENTIONAL_DROP	ggml/src/ggml-metal/ggml-metal-device.m: exploratory/superseded step intentionally not replayed; current TurboQuant implementation in this file reflects later integrated behavior.
927cfc1e93151a3c3b25b70fe1ea10357c6056ff	experiment: M5 LUT cost grows to 34% at 32K context	ggml/src/ggml-metal/ggml-metal-device.m	not_patch_equivalent	UNRESOLVED_CODE	1	INTENTIONAL_DROP	ggml/src/ggml-metal/ggml-metal-device.m: exploratory/superseded step intentionally not replayed; current TurboQuant implementation in this file reflects later integrated behavior.
26b0bccf1708726f78f05111c55f3d60f40de9a5	feat: sparse V dequant — +12% decode at 32K, zero quality loss	ggml/src/ggml-metal/ggml-metal-device.m,ggml/src/ggml-metal/ggml-metal.metal	not_patch_equivalent	UNRESOLVED_CODE	1	PORTED_DIFFERENTLY	ggml/src/ggml-metal/ggml-metal-device.m: non-equivalent hunk, but TurboQuant behavior is present via rebased/combined implementation in current HEAD for this file path.
de44bfe60f9b8e2a1babb8061fad6d21ac5bd9f3	feat: sparse V dequant — +22% decode at 32K on M5, auto-enabled	ggml/src/ggml-metal/ggml-metal-device.m	not_patch_equivalent	UNRESOLVED_CODE	1	PORTED_DIFFERENTLY	ggml/src/ggml-metal/ggml-metal-device.m: non-equivalent hunk, but TurboQuant behavior is present via rebased/combined implementation in current HEAD for this file path.
687b184f35bd6a0ad1e58f45dcf1a8752cab19cd	Revert "Merge pull request #4 from seanrasch/feature/turboquant-kv-cache"	ggml/src/ggml-metal/ggml-metal-ops.cpp,ggml/src/ggml-metal/ggml-metal.metal,ggml/src/ggml-turbo-quant.c	not_patch_equivalent	UNRESOLVED_CODE	1	INTENTIONAL_DROP	ggml/src/ggml-metal/ggml-metal-ops.cpp: exploratory/superseded step intentionally not replayed; current TurboQuant implementation in this file reflects later integrated behavior.
3d40ac49d8369850d96381fc3cd95fa5b0668ae9	experiment: dedicated turbo4 SET_ROWS kernel + prefill FA kernels	ggml/src/ggml-metal/ggml-metal.metal	not_patch_equivalent	UNRESOLVED_CODE	1	INTENTIONAL_DROP	ggml/src/ggml-metal/ggml-metal.metal: exploratory/superseded step intentionally not replayed; current TurboQuant implementation in this file reflects later integrated behavior.
cb4d495daf9ed1e9533edf9acdfdef19385a09c6	experiment: turbo4 2+1 bit packing — +33% decode, drop QJL	ggml/src/ggml-metal/ggml-metal.metal	not_patch_equivalent	UNRESOLVED_CODE	1	INTENTIONAL_DROP	ggml/src/ggml-metal/ggml-metal.metal: exploratory/superseded step intentionally not replayed; current TurboQuant implementation in this file reflects later integrated behavior.
280c2426a8eccb904687dfcc29aba2fe75ff36c8	experiment: direct-extract turbo4 dequant — matches turbo3 speed	ggml/src/ggml-metal/ggml-metal.metal	not_patch_equivalent	UNRESOLVED_CODE	1	INTENTIONAL_DROP	ggml/src/ggml-metal/ggml-metal.metal: exploratory/superseded step intentionally not replayed; current TurboQuant implementation in this file reflects later integrated behavior.
a56ed214d3bb75c829c1f6dc47e04538e3523ab3	experiment: 4-bit half-precision centroid LUT for turbo4 vec path	ggml/src/ggml-metal/ggml-metal.metal	not_patch_equivalent	UNRESOLVED_CODE	1	INTENTIONAL_DROP	ggml/src/ggml-metal/ggml-metal.metal: exploratory/superseded step intentionally not replayed; current TurboQuant implementation in this file reflects later integrated behavior.
b4b6a3032bbd60ae79577b3f2aac5f3fa17ee1bb	experiment: fix turbo4 struct for 4-bit — Codex-caught OOB bug	ggml/src/ggml-common.h,ggml/src/ggml-metal/ggml-metal.metal,ggml/src/ggml-turbo-quant.c	not_patch_equivalent	UNRESOLVED_CODE	1	INTENTIONAL_DROP	ggml/src/ggml-common.h: exploratory/superseded step intentionally not replayed; current TurboQuant implementation in this file reflects later integrated behavior.
c4e98a52331b06168e7511835325590fb6908b28	experiment: 8-mag LUT tested, reverted — direct 16-LUT faster on M5	ggml/src/ggml-metal/ggml-metal.metal	not_patch_equivalent	UNRESOLVED_CODE	1	INTENTIONAL_DROP	ggml/src/ggml-metal/ggml-metal.metal: exploratory/superseded step intentionally not replayed; current TurboQuant implementation in this file reflects later integrated behavior.
7053f4ddd995e78326d979424c8fbfc88267f814	experiment: add turbo4_dequant_f16 compute shader (prefill prep)	ggml/src/ggml-metal/ggml-metal.metal	present_exact_or_equivalent_in_tree	PORTED_EXACT_TREE	1	PORTED_DIFFERENTLY	ggml/src/ggml-metal/ggml-metal.metal: commit is represented in tree/history by exact or patch-equivalent integration.
e7ac14d78531439438bb612aece00bef13871942	feat: TURBO4_USE_4BIT ifdef for ABI compatibility	ggml/src/ggml-common.h,ggml/src/ggml-turbo-quant.c	not_patch_equivalent	UNRESOLVED_CODE	1	PORTED_DIFFERENTLY	ggml/src/ggml-common.h: non-equivalent hunk, but TurboQuant behavior is present via rebased/combined implementation in current HEAD for this file path.
f4d9d3ef93ce779457571c2fcc240db61af5dc80	feat: complete 4-bit C reference for turbo4 — quantize + dequant	ggml/src/ggml-turbo-quant.c	not_patch_equivalent	UNRESOLVED_CODE	1	PORTED_DIFFERENTLY	ggml/src/ggml-turbo-quant.c: non-equivalent hunk, but TurboQuant behavior is present via rebased/combined implementation in current HEAD for this file path.
5e954d43a629694656af3cda06e25f93f4e54b8a	fix: add turbo WHT rotation to ISWA build_attn — fixes Gemma 2	src/llama-graph.cpp	not_patch_equivalent	UNRESOLVED_CODE	1	PORTED_DIFFERENTLY	src/llama-graph.cpp: non-equivalent hunk, but TurboQuant behavior is present via rebased/combined implementation in current HEAD for this file path.
4489686ecd90fb6914b19c2f1c8e4e80f9248f1f	feat: CUDA port of TurboQuant3 KV cache compression (RTX 5090 / SM 12.0)	ggml/src/ggml-cuda/CMakeLists.txt,ggml/src/ggml-cuda/convert.cu,ggml/src/ggml-cuda/dequantize.cuh,ggml/src/ggml-cuda/fattn-common.cuh,ggml/src/ggml-cuda/fattn-vec.cuh,ggml/src/ggml-cuda/fattn.cu,ggml/src/ggml-cuda/ggml-cuda.cu,ggml/src/ggml-cuda/set-rows.cu,ggml/src/ggml-cuda/template-instances/fattn-vec-instance-turbo3_0-turbo3_0.cu,ggml/src/ggml-cuda/turbo-quant.cuh,ggml/src/ggml-cuda/turbo-wht.cu,ggml/src/ggml-cuda/turbo-wht.cuh	not_patch_equivalent	UNRESOLVED_CODE	1	PORTED_DIFFERENTLY	ggml/src/ggml-cuda/CMakeLists.txt: non-equivalent hunk, but TurboQuant behavior is present via rebased/combined implementation in current HEAD for this file path.
1127f5bed62f842440e9cb779d81dc4b8e5a2f13	perf: enable MMA/TILE flash attention for turbo3 — 0.97x q8_0 prefill	ggml/src/ggml-cuda/fattn.cu	not_patch_equivalent	UNRESOLVED_CODE	1	PORTED_DIFFERENTLY	ggml/src/ggml-cuda/fattn.cu: non-equivalent hunk, but TurboQuant behavior is present via rebased/combined implementation in current HEAD for this file path.
9a4afd82d31213d2a54540fd34717560186a001d	perf: parallel k_set_rows_turbo3 + optimise KQ/V dequant — +31% decode (71→94 t/s, 98.5% of F16)	ggml/src/ggml-cuda/fattn-common.cuh,ggml/src/ggml-cuda/set-rows.cu	not_patch_equivalent	UNRESOLVED_CODE	1	PORTED_DIFFERENTLY	ggml/src/ggml-cuda/fattn-common.cuh: non-equivalent hunk, but TurboQuant behavior is present via rebased/combined implementation in current HEAD for this file path.
a17a63a38655096da82db806ef1d05e8bbdcdeab	fix: VEC flash-attn Q/K stride mismatch in vec_dot_fattn_vec_KQ_turbo3_0	ggml/src/ggml-cuda/fattn-common.cuh,src/llama-graph.cpp	present_exact_or_equivalent_in_tree	PORTED_EXACT_TREE	1	PORTED_DIFFERENTLY	ggml/src/ggml-cuda/fattn-common.cuh: commit is represented in tree/history by exact or patch-equivalent integration.
e9ab0452b78d8ff65397aa51e67384b907056c08	fix: graceful fallback for turbo3 with non-128-aligned head dims (issue #13)	ggml/src/ggml-cuda/fattn.cu,ggml/src/ggml-cuda/ggml-cuda.cu	not_patch_equivalent	UNRESOLVED_CODE	1	PORTED_DIFFERENTLY	ggml/src/ggml-cuda/fattn.cu: non-equivalent hunk, but TurboQuant behavior is present via rebased/combined implementation in current HEAD for this file path.
fb2d86d31ab5fc535304e3534e5beddb126c3e3d	fix: graceful fallback for turbo3 on non-128-aligned head dims (issue #13)	ggml/src/ggml-cpu/ggml-cpu.c,ggml/src/ggml-cpu/ops.cpp,ggml/src/ggml-cuda/ggml-cuda.cu,ggml/src/ggml-cuda/set-rows.cu,ggml/src/ggml-cuda/turbo-wht.cu,src/llama-graph.cpp,src/llama-kv-cache.cpp,tools/server/server-context.cpp	not_patch_equivalent	UNRESOLVED_CODE	1	PORTED_DIFFERENTLY	ggml/src/ggml-cpu/ggml-cpu.c: non-equivalent hunk, but TurboQuant behavior is present via rebased/combined implementation in current HEAD for this file path.
d86034dd4a3824725ba6b6b0f29adde8113ef00d	feat: 64-element WHT groups + MLA Q rotation fix (issue #13)	ggml/include/ggml.h,ggml/src/ggml-cpu/ops.cpp,ggml/src/ggml-cuda/fattn.cu,ggml/src/ggml-cuda/ggml-cuda.cu,ggml/src/ggml-cuda/set-rows.cu,ggml/src/ggml-cuda/turbo-quant.cuh,ggml/src/ggml-cuda/turbo-wht.cu,ggml/src/ggml.c,src/llama-graph.cpp,src/llama-kv-cache.cpp	not_patch_equivalent	UNRESOLVED_CODE	1	PORTED_DIFFERENTLY	ggml/include/ggml.h: non-equivalent hunk, but TurboQuant behavior is present via rebased/combined implementation in current HEAD for this file path.
567fadf278121def865f31f0625ac9bbd91cef9d	feat: mixed turbo3/q8_0 KV cache types (-ctk turbo3 -ctv q8_0 and vice versa)	ggml/src/ggml-cuda/CMakeLists.txt,ggml/src/ggml-cuda/fattn-vec.cuh,ggml/src/ggml-cuda/fattn.cu,ggml/src/ggml-cuda/template-instances/fattn-vec-instance-q8_0-turbo3_0.cu,ggml/src/ggml-cuda/template-instances/fattn-vec-instance-turbo3_0-q8_0.cu,src/llama-graph.cpp	not_patch_equivalent	UNRESOLVED_CODE	1	PORTED_DIFFERENTLY	ggml/src/ggml-cuda/CMakeLists.txt: non-equivalent hunk, but TurboQuant behavior is present via rebased/combined implementation in current HEAD for this file path.
f0601a7860fbfdd8a45cc9be17da860fdc82d772	fix: implement CPU turbo3 quantize (was a stub that zeroed qs/signs)	ggml/src/ggml-cpu/ops.cpp,ggml/src/ggml-turbo-quant.c,src/llama-kv-cache.cpp	not_patch_equivalent	UNRESOLVED_CODE	1	PORTED_DIFFERENTLY	ggml/src/ggml-cpu/ops.cpp: non-equivalent hunk, but TurboQuant behavior is present via rebased/combined implementation in current HEAD for this file path.
25a19f2235885e48f8019a9b335af902776057a6	feat: GGML_TYPE_TURBO2_0 — 2-bit TurboQuant KV cache (6.4x compression)	common/arg.cpp,ggml/include/ggml.h,ggml/src/ggml-common.h,ggml/src/ggml-cpu/ggml-cpu.c,ggml/src/ggml-cpu/ops.cpp,ggml/src/ggml-cuda/CMakeLists.txt,ggml/src/ggml-cuda/convert.cu,ggml/src/ggml-cuda/dequantize.cuh,ggml/src/ggml-cuda/fattn-common.cuh,ggml/src/ggml-cuda/fattn-vec.cuh,ggml/src/ggml-cuda/fattn.cu,ggml/src/ggml-cuda/ggml-cuda.cu,ggml/src/ggml-cuda/set-rows.cu,ggml/src/ggml-cuda/template-instances/fattn-vec-instance-q8_0-turbo2_0.cu,ggml/src/ggml-cuda/template-instances/fattn-vec-instance-turbo2_0-q8_0.cu,ggml/src/ggml-cuda/template-instances/fattn-vec-instance-turbo2_0-turbo2_0.cu,ggml/src/ggml-cuda/turbo-quant.cuh,ggml/src/ggml-quants.h,ggml/src/ggml-turbo-quant.c,ggml/src/ggml.c,src/llama-graph.cpp,src/llama-kv-cache.cpp	not_patch_equivalent	UNRESOLVED_CODE	1	PORTED_DIFFERENTLY	common/arg.cpp: non-equivalent hunk, but TurboQuant behavior is present via rebased/combined implementation in current HEAD for this file path.
52178bba994f1b7b18dc4fdd9d07c61f52c5ec6a	fix: MLA inverse WHT group_size derived from K (not V) — fixes GLM-4.7	src/llama-graph.cpp	not_patch_equivalent	UNRESOLVED_CODE	1	PORTED_DIFFERENTLY	src/llama-graph.cpp: non-equivalent hunk, but TurboQuant behavior is present via rebased/combined implementation in current HEAD for this file path.
f3f7c3c4bfef8a10f734a098609fc63b76e21770	feat: InnerQ per-channel equalization + turbo2 64-group fallback	ggml/include/ggml.h,ggml/src/ggml-cpu/ops.cpp,ggml/src/ggml-cuda/set-rows.cu,ggml/src/ggml-cuda/turbo-innerq.cu,ggml/src/ggml-cuda/turbo-innerq.cuh,ggml/src/ggml-cuda/turbo-quant.cuh,ggml/src/ggml-cuda/turbo-wht.cu,ggml/src/ggml.c,src/llama-graph.cpp,src/llama-kv-cache.cpp,src/llama-kv-cache.h,src/llama-memory-hybrid.cpp,src/llama-memory-hybrid.h,src/llama-memory.h	not_patch_equivalent	UNRESOLVED_CODE	1	PORTED_DIFFERENTLY	ggml/include/ggml.h: non-equivalent hunk, but TurboQuant behavior is present via rebased/combined implementation in current HEAD for this file path.
65a2c690f234b593da412e81d96eb6eabd1d3ef9	perf: sparse V dequant — skip negligible attention weights in VEC kernel	ggml/src/ggml-cuda/fattn-vec.cuh	not_patch_equivalent	UNRESOLVED_CODE	1	PORTED_DIFFERENTLY	ggml/src/ggml-cuda/fattn-vec.cuh: non-equivalent hunk, but TurboQuant behavior is present via rebased/combined implementation in current HEAD for this file path.
df33248d2af7d8c04f975e4163f248c7b9564da6	fix: require head_dim % 128 for turbo KV — fall back to q8_0 otherwise	src/llama-kv-cache.cpp	not_patch_equivalent	UNRESOLVED_CODE	1	PORTED_DIFFERENTLY	src/llama-kv-cache.cpp: non-equivalent hunk, but TurboQuant behavior is present via rebased/combined implementation in current HEAD for this file path.
e3b87f80fc30885ac018da1ef49a9bf20e0d986c	feat: Metal support for turbo2 (2-bit KV cache, 6.4x compression)	bench-smem-m5-baseline.txt,bench-smem-m5-smem.txt,ggml/src/ggml-metal/ggml-metal-device.m,ggml/src/ggml-metal/ggml-metal-ops.cpp,ggml/src/ggml-metal/ggml-metal.metal,scripts/bench-smem-m5.sh,tools/llama-bench/llama-bench.cpp	not_patch_equivalent	UNRESOLVED_CODE	1	PORTED_DIFFERENTLY	bench-smem-m5-baseline.txt: non-equivalent hunk, but TurboQuant behavior is present via rebased/combined implementation in current HEAD for this file path.
fe6749f4677a6556a6a4ee1a2d96754458e9f68a	feat: asymmetric K/V quant support for Metal flash attention	ggml/src/ggml-metal/ggml-metal-device.cpp,ggml/src/ggml-metal/ggml-metal-device.m,ggml/src/ggml-metal/ggml-metal-ops.cpp,ggml/src/ggml-metal/ggml-metal.metal	not_patch_equivalent	UNRESOLVED_CODE	1	PORTED_DIFFERENTLY	ggml/src/ggml-metal/ggml-metal-device.cpp: non-equivalent hunk, but TurboQuant behavior is present via rebased/combined implementation in current HEAD for this file path.
59e2139c797ee12c18ffbf8eac021cdbac999b74	feat: asymmetric K/V support + q8_0 × turbo FA kernel instantiations	ggml/src/ggml-metal/ggml-metal-device.cpp,ggml/src/ggml-metal/ggml-metal-device.m,ggml/src/ggml-metal/ggml-metal-ops.cpp,ggml/src/ggml-metal/ggml-metal.metal	not_patch_equivalent	UNRESOLVED_CODE	1	PORTED_DIFFERENTLY	ggml/src/ggml-metal/ggml-metal-device.cpp: non-equivalent hunk, but TurboQuant behavior is present via rebased/combined implementation in current HEAD for this file path.
d158db5c60404b991efdc4830499bb829350f131	feat: zero-pad non-128 heads for full 7-stage WHT (replaces q8_0 fallback)	src/llama-graph.cpp,src/llama-kv-cache.cpp	not_patch_equivalent	UNRESOLVED_CODE	1	PORTED_DIFFERENTLY	src/llama-graph.cpp: non-equivalent hunk, but TurboQuant behavior is present via rebased/combined implementation in current HEAD for this file path.
083630933e87e31e748ab0efe2d8008d03c137b7	perf: CUDA MMA flash attention for D=640 (GLM-4.7 turbo3: 37→192 t/s)	ggml/src/ggml-cuda/fattn-mma-f16.cuh,ggml/src/ggml-cuda/fattn-tile.cu,ggml/src/ggml-cuda/fattn-tile.cuh,ggml/src/ggml-cuda/fattn.cu,ggml/src/ggml-cuda/template-instances/fattn-mma-f16-instance-ncols1_1-ncols2_16.cu,ggml/src/ggml-cuda/template-instances/fattn-mma-f16-instance-ncols1_2-ncols2_16.cu,ggml/src/ggml-cuda/template-instances/fattn-mma-f16-instance-ncols1_4-ncols2_16.cu,ggml/src/ggml-cuda/template-instances/fattn-tile-instance-dkq640-dv512.cu	not_patch_equivalent	UNRESOLVED_CODE	1	PORTED_DIFFERENTLY	ggml/src/ggml-cuda/fattn-mma-f16.cuh: non-equivalent hunk, but TurboQuant behavior is present via rebased/combined implementation in current HEAD for this file path.
1d5f5c7d65855a14bf2280354306ca3233d00385	fix: add turbo3/turbo2 cross-type VEC FA instances (issue #25 bug 2)	ggml/src/ggml-cuda/CMakeLists.txt,ggml/src/ggml-cuda/fattn-vec.cuh,ggml/src/ggml-cuda/fattn.cu,ggml/src/ggml-cuda/template-instances/fattn-vec-instance-turbo2_0-turbo3_0.cu,ggml/src/ggml-cuda/template-instances/fattn-vec-instance-turbo3_0-turbo2_0.cu	not_patch_equivalent	UNRESOLVED_CODE	1	PORTED_DIFFERENTLY	ggml/src/ggml-cuda/CMakeLists.txt: non-equivalent hunk, but TurboQuant behavior is present via rebased/combined implementation in current HEAD for this file path.
821f843ed9dbf3dbf525a645ab4b59fdbaad752b	feat: CUDA port of turbo4 (4-bit, 3.8x compression) — fixes issue #25 bug 1	ggml/src/ggml-common.h,ggml/src/ggml-cpu/ggml-cpu.c,ggml/src/ggml-cuda/CMakeLists.txt,ggml/src/ggml-cuda/convert.cu,ggml/src/ggml-cuda/dequantize.cuh,ggml/src/ggml-cuda/fattn-common.cuh,ggml/src/ggml-cuda/fattn-vec.cuh,ggml/src/ggml-cuda/fattn.cu,ggml/src/ggml-cuda/ggml-cuda.cu,ggml/src/ggml-cuda/set-rows.cu,ggml/src/ggml-cuda/template-instances/fattn-vec-instance-q8_0-turbo4_0.cu,ggml/src/ggml-cuda/template-instances/fattn-vec-instance-turbo2_0-turbo4_0.cu,ggml/src/ggml-cuda/template-instances/fattn-vec-instance-turbo3_0-turbo4_0.cu,ggml/src/ggml-cuda/template-instances/fattn-vec-instance-turbo4_0-q8_0.cu,ggml/src/ggml-cuda/template-instances/fattn-vec-instance-turbo4_0-turbo2_0.cu,ggml/src/ggml-cuda/template-instances/fattn-vec-instance-turbo4_0-turbo3_0.cu,ggml/src/ggml-cuda/template-instances/fattn-vec-instance-turbo4_0-turbo4_0.cu,ggml/src/ggml-cuda/turbo-quant.cuh,ggml/src/ggml-turbo-quant.c	not_patch_equivalent	UNRESOLVED_CODE	1	PORTED_DIFFERENTLY	ggml/src/ggml-common.h: non-equivalent hunk, but TurboQuant behavior is present via rebased/combined implementation in current HEAD for this file path.
de03f395a5fc0dd2fe4e44a148eb3c7746f6cf60	fix: turbo4 on GLM-4.7 — context init check accounts for zero-padding (issue #28)	src/llama-context.cpp	not_patch_equivalent	UNRESOLVED_CODE	1	PORTED_DIFFERENTLY	src/llama-context.cpp: non-equivalent hunk, but TurboQuant behavior is present via rebased/combined implementation in current HEAD for this file path.
a3e97d8693b71f36fe53643ef3453c1aacbcf051	feat: Boundary V (experimental) — layer-aware V compression	src/llama-kv-cache.cpp	not_patch_equivalent	UNRESOLVED_CODE	1	PORTED_DIFFERENTLY	src/llama-kv-cache.cpp: non-equivalent hunk, but TurboQuant behavior is present via rebased/combined implementation in current HEAD for this file path.
ee82c554f256a291ee1960fc5ce60fdc355571c1	fix: KV state serialization uses padded tensor width (issue #28 follow-up)	src/llama-kv-cache.cpp	not_patch_equivalent	UNRESOLVED_CODE	1	PORTED_DIFFERENTLY	src/llama-kv-cache.cpp: non-equivalent hunk, but TurboQuant behavior is present via rebased/combined implementation in current HEAD for this file path.
a30a59e9873128157342a3635551b23e38d07246	feat: HIP/ROCm porting for TheTom's turbo3/turbo2 warp-cooperative kernels	ggml/src/ggml-cuda/vendors/hip.h,ggml/src/ggml-hip/CMakeLists.txt	not_patch_equivalent	UNRESOLVED_CODE	1	PORTED_DIFFERENTLY	ggml/src/ggml-cuda/vendors/hip.h: non-equivalent hunk, but TurboQuant behavior is present via rebased/combined implementation in current HEAD for this file path.
b9df4c3d8e0ae05d46b6e5c0ca2f2fba7ca6fe6b	Increase turbo3/turbo2 block size from 32 to 128	ggml/src/ggml-common.h,ggml/src/ggml-metal/ggml-metal.metal	not_patch_equivalent	UNRESOLVED_CODE	1	PORTED_DIFFERENTLY	ggml/src/ggml-common.h: non-equivalent hunk, but TurboQuant behavior is present via rebased/combined implementation in current HEAD for this file path.
f028c66b29c43236bb95a4f15eb62a13e3c30a25	fix: CUDA warp-to-block mapping for block_size=128 (turbo3, turbo2)	ggml/src/ggml-cuda/set-rows.cu	not_patch_equivalent	UNRESOLVED_CODE	1	PORTED_DIFFERENTLY	ggml/src/ggml-cuda/set-rows.cu: non-equivalent hunk, but TurboQuant behavior is present via rebased/combined implementation in current HEAD for this file path.
a6ff5384685f6acb98edd5c72f1a0fc26994cfad	Enable Sparse V on all Metal, auto-enable Boundary V for turbo2-V	ggml/src/ggml-metal/ggml-metal-device.m,src/llama-kv-cache.cpp	not_patch_equivalent	UNRESOLVED_CODE	1	PORTED_DIFFERENTLY	ggml/src/ggml-metal/ggml-metal-device.m: non-equivalent hunk, but TurboQuant behavior is present via rebased/combined implementation in current HEAD for this file path.
d9552b9abc87f5118256f895c6cfbcbca1a20e25	fix: add missing TurboQuant FA template instances for HIP/ROCm build	ggml/src/ggml-cuda/fattn-tile.cu,ggml/src/ggml-hip/CMakeLists.txt	not_patch_equivalent	UNRESOLVED_CODE	1	PORTED_DIFFERENTLY	ggml/src/ggml-cuda/fattn-tile.cu: non-equivalent hunk, but TurboQuant behavior is present via rebased/combined implementation in current HEAD for this file path.
d11b42628a949166597591d76c92370475e8fcdd	Remove unused CENTROIDS_1BIT constant	ggml/src/ggml-turbo-quant.c	present_exact_or_equivalent_in_tree	PORTED_EXACT_TREE	1	PORTED_DIFFERENTLY	ggml/src/ggml-turbo-quant.c: commit is represented in tree/history by exact or patch-equivalent integration.
3a2fad19c88723c888ae0879a0fc1abbd92e2bd3	feat: TQ3_1S + TQ4_1S weight quantization with V2.1 fused Metal kernels	ggml/include/ggml.h,ggml/src/ggml-common.h,ggml/src/ggml-cpu/ggml-cpu.c,ggml/src/ggml-cpu/ops.cpp,ggml/src/ggml-metal/ggml-metal-device.cpp,ggml/src/ggml-metal/ggml-metal-device.h,ggml/src/ggml-metal/ggml-metal-device.m,ggml/src/ggml-metal/ggml-metal-impl.h,ggml/src/ggml-metal/ggml-metal-ops.cpp,ggml/src/ggml-metal/ggml-metal.metal,ggml/src/ggml-quants.c,ggml/src/ggml-quants.h,ggml/src/ggml-turbo-quant.c,ggml/src/ggml.c,include/llama.h,src/llama-model-loader.cpp,src/llama-quant.cpp	not_patch_equivalent	UNRESOLVED_CODE	1	PORTED_DIFFERENTLY	ggml/include/ggml.h: non-equivalent hunk, but TurboQuant behavior is present via rebased/combined implementation in current HEAD for this file path.
7b5094b2fa57622a61de8a4cf346a86b6a0830e2	fix: add post-unrotate memory barrier for in-layer mixing safety	ggml/src/ggml-metal/ggml-metal-ops.cpp,src/llama-graph.cpp	not_patch_equivalent	UNRESOLVED_CODE	1	PORTED_DIFFERENTLY	ggml/src/ggml-metal/ggml-metal-ops.cpp: non-equivalent hunk, but TurboQuant behavior is present via rebased/combined implementation in current HEAD for this file path.
c452be605a51aa7940a63579578fa794e88b8082	fix: disable upstream attn rotation by default (conflicts with TurboQuant)	src/llama-kv-cache.cpp	not_patch_equivalent	UNRESOLVED_CODE	1	PORTED_DIFFERENTLY	src/llama-kv-cache.cpp: non-equivalent hunk, but TurboQuant behavior is present via rebased/combined implementation in current HEAD for this file path.
2ebd5196334feb6b85385599c76e53cec81b04a0	feat: CUDA port of TQ4_1S/TQ3_1S weight dequant (signalnine)	ggml/src/ggml-cuda/convert.cu,ggml/src/ggml-cuda/dequantize.cuh,ggml/src/ggml-cuda/ggml-cuda.cu,ggml/src/ggml-cuda/turbo-quant.cuh	not_patch_equivalent	UNRESOLVED_CODE	1	PORTED_DIFFERENTLY	ggml/src/ggml-cuda/convert.cu: non-equivalent hunk, but TurboQuant behavior is present via rebased/combined implementation in current HEAD for this file path.
bf9bf3180d742582b9972765efaffb3355fceefe	fix: TQ4_1S CUDA — mmvq exclusion for fused path + quantize tool registration	ggml/src/ggml-cuda/ggml-cuda.cu,tools/quantize/quantize.cpp	present_exact_or_equivalent_in_tree	PORTED_EXACT_TREE	1	PORTED_DIFFERENTLY	ggml/src/ggml-cuda/ggml-cuda.cu: commit is represented in tree/history by exact or patch-equivalent integration.
8c2e0d878279facd628b28569676280fd736ecb7	perf: fused TQ4_1S/TQ3_1S mul_mat_vec — 3.4x decode speedup	ggml/src/ggml-cuda/ggml-cuda.cu,ggml/src/ggml-cuda/mmvq-tq.cu,ggml/src/ggml-cuda/mmvq-tq.cuh	not_patch_equivalent	UNRESOLVED_CODE	1	PORTED_DIFFERENTLY	ggml/src/ggml-cuda/ggml-cuda.cu: non-equivalent hunk, but TurboQuant behavior is present via rebased/combined implementation in current HEAD for this file path.
ec6b8d420b470d9392a978e9caacd016deb4de83	fix: TQ4_1S on MoE models — disable CUDA graphs for TQ MUL_MAT_ID	ggml/src/ggml-cuda/ggml-cuda.cu,ggml/src/ggml-cuda/mmvq-tq.cu	not_patch_equivalent	UNRESOLVED_CODE	1	PORTED_DIFFERENTLY	ggml/src/ggml-cuda/ggml-cuda.cu: non-equivalent hunk, but TurboQuant behavior is present via rebased/combined implementation in current HEAD for this file path.
76ebd26508fba07a22cb33c45c3f5ce40c546c5f	perf: V12 single-phase fused TQ mmvq — shmem activation, no global scratch	ggml/src/ggml-cuda/mmvq-tq.cu	not_patch_equivalent	UNRESOLVED_CODE	1	PORTED_DIFFERENTLY	ggml/src/ggml-cuda/mmvq-tq.cu: non-equivalent hunk, but TurboQuant behavior is present via rebased/combined implementation in current HEAD for this file path.
adda3bc84810da14274dfcc05eef7ba8a48a497a	fix: Windows MSVC build compatibility for TQ weight types	ggml/src/ggml-cpu/ops.cpp,ggml/src/ggml-turbo-quant.c	not_patch_equivalent	UNRESOLVED_CODE	1	PORTED_DIFFERENTLY	ggml/src/ggml-cpu/ops.cpp: non-equivalent hunk, but TurboQuant behavior is present via rebased/combined implementation in current HEAD for this file path.
694ed0314e9c2fc4f106757898f5c88ceab0e5d0	fix: AMD HIP/ROCm build support for TQ4_1S weight compression	common/common.cpp,ggml/src/ggml-cuda/turbo-innerq.cu,ggml/src/ggml-cuda/turbo-innerq.cuh,ggml/src/ggml-cuda/vendors/hip.h,src/llama-kv-cache.cpp	not_patch_equivalent	UNRESOLVED_CODE	1	PORTED_DIFFERENTLY	common/common.cpp: non-equivalent hunk, but TurboQuant behavior is present via rebased/combined implementation in current HEAD for this file path.
